datum,id_night,light,noise,temp,hum
23:13:00,71,791,,,
23:13:00,71,437,,,
23:13:00,71,437,,,
23:13:00,71,437,,,
23:13:00,71,437,,,
23:13:00,71,437,,,
23:20:00,71,533,801,20.8,55.0
23:21:00,71,535,800,20.8,55.0
23:22:00,71,533,800,20.8,55.0
23:23:00,71,535,803,20.8,55.0
23:24:00,71,541,803,20.8,56.0
23:25:00,71,534,802,20.8,56.0
23:26:00,71,549,802,20.8,55.0
23:27:00,71,521,803,20.8,55.0
23:28:00,71,528,803,20.8,55.0
23:29:00,71,537,803,20.8,55.0
23:30:00,71,535,802,20.8,55.0
23:31:00,71,532,801,20.8,55.0
23:32:00,71,546,797,20.8,55.0
23:33:00,71,536,797,20.8,54.0
23:34:00,71,550,797,20.8,55.0
23:35:00,71,537,798,20.8,55.0
23:36:00,71,543,798,20.8,55.0
23:37:00,71,546,798,20.8,55.0
23:38:00,71,542,798,20.8,55.0
23:39:00,71,533,799,20.9,55.0
23:40:00,71,531,798,20.9,55.0
23:41:00,71,527,803,20.9,54.0
23:42:00,71,546,803,20.8,55.0
23:43:00,71,532,802,20.8,54.0
23:44:00,71,533,802,20.9,54.0
23:45:00,71,527,802,20.9,54.0
23:46:00,71,537,801,20.9,54.0
23:47:00,71,523,802,20.9,55.0
23:48:00,71,535,801,20.9,54.0
23:49:00,71,529,802,20.8,54.0
23:50:00,71,534,802,20.9,54.0
23:51:00,71,548,802,20.9,55.0
23:52:00,71,538,802,20.9,55.0
23:53:00,71,545,802,20.9,54.0
23:54:00,71,530,802,20.9,55.0
23:55:00,71,542,803,20.9,55.0
23:56:00,71,537,802,20.9,54.0
23:57:00,71,541,802,20.9,54.0
23:58:00,71,550,803,20.9,54.0
23:59:00,71,549,802,20.9,54.0
00:00:00,71,542,802,20.9,54.0
00:01:00,71,549,802,20.9,54.0
00:02:00,71,544,802,20.9,54.0
00:03:00,71,539,798,20.9,54.0
00:04:00,71,552,802,20.8,54.0
00:05:00,71,531,801,20.9,54.0
00:06:00,71,539,801,20.8,54.0
00:07:00,71,538,801,20.8,54.0
00:08:00,71,547,801,20.8,55.0
00:09:00,71,544,801,20.8,54.0
00:10:00,71,551,801,20.8,55.0
00:11:00,71,526,801,20.8,55.0
00:12:00,71,541,802,20.9,55.0
00:13:00,71,534,802,20.8,55.0
00:14:00,71,542,802,20.8,55.0
00:15:00,71,543,802,20.8,55.0
00:16:00,71,534,802,20.8,54.0
00:17:00,71,538,801,20.8,54.0
00:18:00,71,540,803,20.8,54.0
00:19:00,71,537,803,20.8,54.0
00:20:00,71,532,803,20.8,54.0
00:21:00,71,535,804,20.8,54.0
00:22:00,71,537,804,20.8,54.0
00:23:00,71,537,804,20.8,54.0
00:24:00,71,537,804,20.8,54.0
00:25:00,71,544,804,20.8,54.0
00:26:00,71,549,804,20.8,54.0
00:27:00,71,548,804,20.8,54.0
00:28:00,71,528,804,20.8,54.0
00:29:00,71,538,804,20.8,54.0
00:30:00,71,550,804,20.8,54.0
00:31:00,71,544,804,20.8,54.0
00:32:00,71,530,804,20.8,54.0
00:33:00,71,555,803,20.8,54.0
00:34:00,71,548,803,20.9,54.0
00:35:00,71,553,802,20.8,54.0
00:36:00,71,548,802,20.8,54.0
00:37:00,71,545,803,20.8,54.0
00:38:00,71,526,803,20.8,54.0
00:39:00,71,544,803,20.8,54.0
00:40:00,71,540,803,20.8,54.0
00:41:00,71,545,803,20.8,54.0
00:42:00,71,535,803,20.8,54.0
00:43:00,71,544,804,20.8,54.0
00:44:00,71,538,803,20.8,54.0
00:45:00,71,543,804,20.8,54.0
00:46:00,71,523,804,20.8,54.0
00:47:00,71,535,803,20.8,54.0
00:48:00,71,532,803,20.8,54.0
00:49:00,71,529,803,20.8,54.0
00:50:00,71,531,803,20.8,54.0
00:51:00,71,551,803,20.8,54.0
00:52:00,71,550,802,20.8,54.0
00:53:00,71,532,803,20.8,54.0
00:54:00,71,543,804,20.8,55.0
00:55:00,71,551,804,20.8,55.0
00:56:00,71,550,804,20.8,55.0
00:57:00,71,544,803,20.8,54.0
00:58:00,71,550,803,20.8,55.0
00:59:00,71,537,803,20.8,55.0
01:00:00,71,536,803,20.8,55.0
01:01:00,71,540,804,20.8,55.0
01:02:00,71,531,804,20.8,54.0
01:03:00,71,533,804,20.8,54.0
01:04:00,71,540,804,20.8,55.0
01:05:00,71,534,804,20.8,55.0
01:06:00,71,542,804,20.8,55.0
01:07:00,71,539,805,20.8,55.0
01:08:00,71,524,804,20.8,54.0
01:09:00,71,551,804,20.8,54.0
01:10:00,71,537,804,20.8,54.0
01:11:00,71,546,803,20.8,54.0
01:12:00,71,537,803,20.8,54.0
01:13:00,71,548,803,20.8,54.0
01:14:00,71,557,804,20.8,54.0
01:15:00,71,552,804,20.8,54.0
01:16:00,71,562,805,20.8,54.0
01:17:00,71,538,805,20.8,54.0
01:18:00,71,553,803,20.8,54.0
01:19:00,71,558,803,20.8,54.0
01:20:00,71,555,804,20.8,54.0
01:21:00,71,548,804,20.8,54.0
01:22:00,71,559,804,20.8,54.0
01:23:00,71,547,805,20.8,54.0
01:24:00,71,540,804,20.8,54.0
01:25:00,71,537,804,20.8,54.0
01:26:00,71,553,804,20.8,54.0
01:27:00,71,549,804,20.8,54.0
01:28:00,71,546,803,20.8,54.0
01:29:00,71,555,803,20.8,54.0
01:30:00,71,554,804,20.8,54.0
01:31:00,71,557,804,20.8,54.0
01:32:00,71,563,804,20.8,54.0
01:33:00,71,546,803,20.8,54.0
01:34:00,71,547,804,20.8,54.0
01:35:00,71,555,803,20.8,54.0
01:36:00,71,550,805,20.7,54.0
01:37:00,71,542,803,20.8,54.0
01:38:00,71,547,804,20.8,54.0
01:39:00,71,549,803,20.8,54.0
01:40:00,71,551,804,20.7,54.0
01:41:00,71,559,803,20.7,54.0
01:42:00,71,553,804,20.7,54.0
01:43:00,71,556,803,20.7,54.0
01:44:00,71,558,805,20.7,54.0
01:45:00,71,548,803,20.7,54.0
01:46:00,71,552,804,20.7,54.0
01:47:00,71,556,804,20.7,54.0
01:48:00,71,548,803,20.7,54.0
01:49:00,71,552,804,20.7,54.0
01:50:00,71,553,804,20.7,54.0
01:51:00,71,556,804,20.7,54.0
01:52:00,71,552,804,20.7,54.0
01:53:00,71,555,803,20.7,55.0
01:54:00,71,550,804,20.7,55.0
01:55:00,71,555,804,20.7,55.0
01:56:00,71,554,804,20.7,54.0
01:57:00,71,562,804,20.7,54.0
01:58:00,71,545,804,20.7,54.0
01:59:00,71,549,804,20.7,54.0
02:00:00,71,560,804,20.7,54.0
02:01:00,71,557,804,20.7,54.0
02:02:00,71,545,804,20.7,54.0
02:03:00,71,550,804,20.7,55.0
02:04:00,71,554,804,20.7,55.0
02:05:00,71,546,805,20.7,55.0
02:06:00,71,558,804,20.7,55.0
02:07:00,71,558,805,20.7,55.0
02:08:00,71,559,803,20.7,54.0
02:09:00,71,546,805,20.7,54.0
02:10:00,71,540,804,20.7,54.0
02:11:00,71,544,803,20.7,54.0
02:12:00,71,554,805,20.7,54.0
02:13:00,71,540,805,20.7,54.0
02:14:00,71,558,804,20.7,54.0
02:15:00,71,558,804,20.7,54.0
02:16:00,71,547,803,20.7,54.0
02:17:00,71,559,804,20.7,54.0
02:18:00,71,545,804,20.7,54.0
02:19:00,71,560,805,20.7,54.0
02:20:00,71,558,804,20.7,54.0
02:21:00,71,551,803,20.7,54.0
02:22:00,71,547,805,20.7,54.0
02:23:00,71,547,803,20.7,54.0
02:24:00,71,559,804,20.7,54.0
02:25:00,71,548,805,20.7,54.0
02:26:00,71,556,804,20.7,54.0
02:27:00,71,562,803,20.7,54.0
02:28:00,71,551,804,20.7,54.0
02:29:00,71,545,805,20.6,54.0
02:30:00,71,543,804,20.7,54.0
02:31:00,71,564,805,20.7,54.0
02:32:00,71,541,804,20.7,54.0
02:33:00,71,539,803,20.7,54.0
02:34:00,71,552,805,20.6,54.0
02:35:00,71,552,803,20.6,54.0
02:36:00,71,552,804,20.6,54.0
02:37:00,71,548,805,20.6,54.0
02:38:00,71,543,803,20.6,54.0
02:39:00,71,544,804,20.6,54.0
02:40:00,71,551,805,20.6,54.0
02:41:00,71,547,804,20.6,54.0
02:42:00,71,549,803,20.6,54.0
02:43:00,71,546,804,20.6,54.0
02:44:00,71,540,805,20.6,54.0
02:45:00,71,549,803,20.6,54.0
02:46:00,71,542,805,20.6,54.0
02:47:00,71,550,805,20.6,54.0
02:48:00,71,551,804,20.6,54.0
02:49:00,71,551,804,20.6,54.0
02:50:00,71,547,805,20.6,54.0
02:51:00,71,549,804,20.6,54.0
02:52:00,71,547,803,20.6,54.0
02:53:00,71,552,804,20.6,54.0
02:54:00,71,560,805,20.6,54.0
02:55:00,71,547,804,20.6,54.0
02:56:00,71,553,803,20.6,54.0
02:57:00,71,545,804,20.6,54.0
02:58:00,71,564,804,20.6,54.0
02:59:00,71,560,805,20.6,54.0
03:00:00,71,560,804,20.6,54.0
03:01:00,71,556,803,20.6,54.0
03:02:00,71,544,805,20.6,54.0
03:03:00,71,546,805,20.6,54.0
03:04:00,71,560,803,20.6,54.0
03:05:00,71,559,805,20.6,54.0
03:06:00,71,548,804,20.6,54.0
03:07:00,71,536,804,20.6,54.0
03:08:00,71,538,805,20.6,54.0
03:09:00,71,553,804,20.6,54.0
03:10:00,71,554,805,20.6,54.0
03:11:00,71,535,803,20.6,54.0
03:12:00,71,540,805,20.6,54.0
03:13:00,71,549,804,20.6,54.0
03:14:00,71,561,804,20.6,54.0
03:15:00,71,558,805,20.6,54.0
03:16:00,71,550,804,20.6,54.0
03:17:00,71,545,804,20.6,54.0
03:18:00,71,565,805,20.6,54.0
03:19:00,71,556,805,20.6,54.0
03:20:00,71,560,804,20.6,54.0
03:21:00,71,547,804,20.6,54.0
03:22:00,71,547,805,20.6,54.0
03:23:00,71,543,804,20.6,54.0
03:24:00,71,546,804,20.6,54.0
03:25:00,71,545,805,20.6,54.0
03:26:00,71,557,803,20.6,54.0
03:27:00,71,560,805,20.6,54.0
03:28:00,71,541,805,20.6,54.0
03:29:00,71,550,804,20.6,54.0
03:30:00,71,540,804,20.6,54.0
03:31:00,71,551,804,20.6,54.0
03:32:00,71,549,805,20.6,54.0
03:33:00,71,543,804,20.6,54.0
03:34:00,71,550,804,20.6,54.0
03:35:00,71,549,805,20.6,54.0
03:36:00,71,547,805,20.6,54.0
03:37:00,71,559,804,20.6,54.0
03:38:00,71,553,804,20.6,54.0
03:39:00,71,542,805,20.6,54.0
03:40:00,71,557,805,20.6,54.0
03:41:00,71,553,804,20.6,54.0
03:42:00,71,549,804,20.6,54.0
03:43:00,71,565,805,20.6,54.0
03:44:00,71,539,804,20.6,54.0
03:45:00,71,557,803,20.6,54.0
03:46:00,71,559,805,20.6,54.0
03:47:00,71,552,805,20.6,54.0
03:48:00,71,557,804,20.6,54.0
03:49:00,71,556,805,20.6,54.0
03:50:00,71,560,804,20.6,54.0
03:51:00,71,544,805,20.6,54.0
03:52:00,71,562,804,20.6,54.0
03:53:00,71,551,804,20.6,54.0
03:54:00,71,554,804,20.6,54.0
03:55:00,71,548,804,20.6,54.0
03:56:00,71,548,805,20.6,54.0
03:57:00,71,550,803,20.5,54.0
03:58:00,71,557,805,20.6,54.0
03:59:00,71,559,805,20.5,54.0
04:00:00,71,554,803,20.6,54.0
04:01:00,71,551,805,20.6,54.0
04:02:00,71,559,805,20.5,54.0
04:03:00,71,558,804,20.6,54.0
04:04:00,71,556,805,20.5,54.0
04:05:00,71,554,805,20.5,54.0
04:06:00,71,549,803,20.6,54.0
04:07:00,71,541,805,20.6,54.0
04:08:00,71,570,805,20.5,54.0
04:09:00,71,546,804,20.5,54.0
04:10:00,71,557,804,20.5,54.0
04:11:00,71,553,804,20.5,54.0
04:12:00,71,549,805,20.5,54.0
04:13:00,71,550,805,20.5,54.0
04:14:00,71,547,804,20.5,54.0
04:15:00,71,551,804,20.5,54.0
04:16:00,71,558,805,20.5,54.0
04:17:00,71,542,805,20.5,54.0
04:18:00,71,550,804,20.5,54.0
04:19:00,71,543,805,20.5,54.0
04:20:00,71,549,805,20.6,54.0
04:21:00,71,566,804,20.5,54.0
04:22:00,71,563,805,20.6,54.0
04:23:00,71,546,805,20.5,54.0
04:24:00,71,557,804,20.5,54.0
04:25:00,71,550,804,20.6,54.0
04:26:00,71,556,805,20.5,54.0
04:27:00,71,534,804,20.6,54.0
04:28:00,71,553,805,20.5,54.0
04:29:00,71,553,805,20.5,54.0
04:30:00,71,554,804,20.6,54.0
04:31:00,71,557,804,20.6,54.0
04:32:00,71,543,805,20.5,54.0
04:33:00,71,541,804,20.5,54.0
04:34:00,71,549,804,20.5,54.0
04:35:00,71,534,805,20.5,54.0
