datum,id_night,light,noise,temp,hum
22:38:00,96,830,0,20.0,66.0
22:39:00,96,833,0,20.0,65.0
22:40:00,96,832,0,20.0,64.0
22:41:00,96,831,0,20.1,63.0
22:42:00,96,950,0,20.1,64.0
22:43:00,96,948,0,20.1,67.0
22:44:00,96,946,0,20.1,64.0
22:45:00,96,951,0,20.1,63.0
22:46:00,96,950,0,20.1,63.0
22:47:00,96,949,0,20.1,62.0
22:48:00,96,938,0,20.1,62.0
22:49:00,96,946,0,20.1,62.0
22:50:00,96,947,0,20.1,62.0
22:51:00,96,949,0,20.1,62.0
22:52:00,96,956,0,20.0,62.0
22:53:00,96,947,0,20.0,62.0
22:54:00,96,943,0,20.0,62.0
22:55:00,96,952,0,20.0,62.0
22:56:00,96,952,0,20.0,63.0
22:57:00,96,953,0,20.0,63.0
22:58:00,96,952,0,20.0,62.0
22:59:00,96,957,0,20.0,62.0
23:00:00,96,956,0,20.0,62.0
23:01:00,96,953,0,20.0,62.0
23:02:00,96,953,0,20.0,62.0
23:03:00,96,954,0,20.0,62.0
23:04:00,96,956,0,20.0,63.0
23:05:00,96,957,0,20.0,63.0
23:06:00,96,952,0,20.0,63.0
23:07:00,96,957,0,20.0,63.0
23:08:00,96,959,0,20.0,63.0
23:09:00,96,957,0,19.9,62.0
23:10:00,96,954,0,20.0,62.0
23:11:00,96,955,0,19.9,62.0
23:12:00,96,955,0,19.9,62.0
23:13:00,96,955,0,19.9,62.0
23:14:00,96,955,0,19.9,62.0
23:15:00,96,952,0,19.9,62.0
23:16:00,96,950,0,19.9,63.0
23:17:00,96,951,0,19.9,62.0
23:18:00,96,952,0,19.9,62.0
23:19:00,96,954,0,19.9,62.0
23:20:00,96,955,0,19.9,63.0
23:21:00,96,950,0,19.9,63.0
23:22:00,96,952,0,19.9,62.0
23:23:00,96,948,0,19.9,62.0
23:24:00,96,946,0,19.9,63.0
23:25:00,96,947,0,19.9,62.0
23:26:00,96,953,0,19.9,62.0
23:27:00,96,955,0,19.9,62.0
23:28:00,96,956,0,19.9,62.0
23:29:00,96,957,0,19.9,63.0
23:30:00,96,958,0,19.9,63.0
23:31:00,96,958,0,19.9,63.0
23:32:00,96,958,0,19.9,63.0
23:33:00,96,958,0,19.9,62.0
23:34:00,96,958,0,19.9,63.0
23:35:00,96,959,0,19.9,63.0
23:36:00,96,960,0,19.9,63.0
23:37:00,96,959,0,19.9,63.0
23:38:00,96,959,0,19.8,62.0
23:39:00,96,957,0,19.9,62.0
23:40:00,96,955,0,19.9,62.0
23:41:00,96,955,0,19.8,62.0
23:42:00,96,955,0,19.8,63.0
23:43:00,96,954,0,19.9,63.0
23:44:00,96,955,0,19.8,62.0
23:45:00,96,954,0,19.9,63.0
23:46:00,96,955,0,19.8,63.0
23:47:00,96,955,0,19.9,63.0
